scenario_id,mechanism,scenario_class,target_absent,tool,context,flagset,grade,evidence,validation_status,note
privesc18-PassExistingRoleToNewGlueDevEndpoint--role,privesc18-PassExistingRoleToNewGlueDevEndpoint,privesc,yes,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc18-PassExistingRoleToNewGlueDevEndpoint--user,privesc18-PassExistingRoleToNewGlueDevEndpoint,privesc,yes,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc18-PassExistingRoleToNewGlueDevEndpoint--user,privesc18-PassExistingRoleToNewGlueDevEndpoint,privesc,yes,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix).
privesc18-PassExistingRoleToNewGlueDevEndpoint--user,privesc18-PassExistingRoleToNewGlueDevEndpoint,privesc,yes,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow glue:CreateDevEndpoint; Allow glue:GetDevEndpoint; Allow iam:PassRole) but names no target and does not characterise it as escalation. Search: grep ',privesc18-PassExistingRoleToNewGlueDevEndpoint-user,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc18-PassExistingRoleToNewGlueDevEndpoint--user,privesc18-PassExistingRoleToNewGlueDevEndpoint,privesc,yes,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc19-UpdateExistingGlueDevEndpoint--role,privesc19-UpdateExistingGlueDevEndpoint,privesc,yes,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc19-UpdateExistingGlueDevEndpoint--role,privesc19-UpdateExistingGlueDevEndpoint,privesc,yes,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix).
privesc19-UpdateExistingGlueDevEndpoint--role,privesc19-UpdateExistingGlueDevEndpoint,privesc,yes,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow glue:UpdateDevEndpoint; Allow glue:GetDevEndpoint) but names no target and does not characterise it as escalation. Search: grep ',privesc19-UpdateExistingGlueDevEndpoint-role,' csv/permissions.csv."
privesc19-UpdateExistingGlueDevEndpoint--role,privesc19-UpdateExistingGlueDevEndpoint,privesc,yes,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc19-UpdateExistingGlueDevEndpoint--user,privesc19-UpdateExistingGlueDevEndpoint,privesc,yes,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc19-UpdateExistingGlueDevEndpoint--user,privesc19-UpdateExistingGlueDevEndpoint,privesc,yes,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",M,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,Absent from 04-query-preset-privesc.txt and from 06-analysis-text.txt (exact-string search on the principal ARN suffix).
privesc19-UpdateExistingGlueDevEndpoint--user,privesc19-UpdateExistingGlueDevEndpoint,privesc,yes,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (2 grant row(s): Allow glue:UpdateDevEndpoint; Allow glue:GetDevEndpoint) but names no target and does not characterise it as escalation. Search: grep ',privesc19-UpdateExistingGlueDevEndpoint-user,' csv/permissions.csv."
privesc19-UpdateExistingGlueDevEndpoint--user,privesc19-UpdateExistingGlueDevEndpoint,privesc,yes,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc20-PassExistingRoleToCloudFormation--role,privesc20-PassExistingRoleToCloudFormation,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc20-PassExistingRoleToCloudFormation--role,privesc20-PassExistingRoleToCloudFormation,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""role/privesc20-PassExistingRoleToCloudFormation-role can create a stack in CloudFormation to access role/privesc-high-priv-service-role""."
privesc20-PassExistingRoleToCloudFormation--role,privesc20-PassExistingRoleToCloudFormation,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow iam:PassRole; Allow cloudformation:CreateStack; Allow cloudformation:DescribeStacks) but names no target and does not characterise it as escalation. Search: grep ',privesc20-PassExistingRoleToCloudFormation-role,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc20-PassExistingRoleToCloudFormation--role,privesc20-PassExistingRoleToCloudFormation,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc20-PassExistingRoleToCloudFormation--user,privesc20-PassExistingRoleToCloudFormation,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
privesc20-PassExistingRoleToCloudFormation--user,privesc20-PassExistingRoleToCloudFormation,privesc,no,pmapper,admin,"flagged (--include-regions, 17 opted-in regions)",D,raw-output/pmapper/admin-flagged-2026-08-31/output/04-query-preset-privesc.txt,validated,"preset privesc names principal, mechanism and administrative target: ""user/privesc20-PassExistingRoleToCloudFormation-user can create a stack in CloudFormation to access role/privesc-high-priv-service-role""."
privesc20-PassExistingRoleToCloudFormation--user,privesc20-PassExistingRoleToCloudFormation,privesc,no,cloudfox,admin,default,P,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/permissions.csv,validated,"Rubric 3 P / 4.1: permissions.csv binds the enabling permission to this specific principal (3 grant row(s): Allow iam:PassRole; Allow cloudformation:CreateStack; Allow cloudformation:DescribeStacks) but names no target and does not characterise it as escalation. Search: grep ',privesc20-PassExistingRoleToCloudFormation-user,' csv/permissions.csv. iam-simulator additionally reports: can iam:PassRole on *."
privesc20-PassExistingRoleToCloudFormation--user,privesc20-PassExistingRoleToCloudFormation,privesc,no,cloudfox-path,admin,default,N/A,raw-output/cloudfox/admin-default-2026-08-31/cloudfox-outdir/cloudfox-output/aws/personal-000000000000/csv/principals.csv,validated,"Rubric 4.9. cloudfox's CanPrivEscToAdmin? column reads 'Skipping, no pmapper data' in every one of its 140 instances this run (94 principals + 44 role-trusts + 1 root-trust + 1 workload). cloudfox documents that it delegates path enumeration to PMapper: 'Cloudfox will not install or run pmapper for you, but because pmapper stores it's graph data in a predictable location, this CloudFox command will look to see if that data exists, and if it does, it give you a list of all of the principals that pmapper thinks can escalate to admin.' -- https://github.com/BishopFox/cloudfox/wiki/AWS-Commands#pmapper ; quoted and sourced in raw-output/cloudfox/admin-default-2026-08-31/run-metadata.md. Recorded, NOT scored as a miss. cloudfox's own surfaces are graded on the 'cloudfox' rows above."
privesc21-PassExistingRoleToNewDataPipeline--role,privesc21-PassExistingRoleToNewDataPipeline,privesc,no,pmapper,admin,default,M,raw-output/pmapper/admin-default-2026-08-31/output/01-graph-create.stderr.txt,validated,"Crash-M per rubric 4.7, tally separately from detection-Ms: 'graph create' terminated on an unhandled botocore ConnectTimeoutError (autoscaling_edges.py catches ClientError only) and no graph was written; all 7 downstream commands failed. No principal was evaluated."
